"Total Arrestees by Weapon Type"
"Current date: 11/21/2011 3:10:59 PM (Central Standard Time)"
,"Measures","Number of Arrestees","Estimated Population","Arrestee Rate (per 1,000)",
"Jurisdiction","Arrest Date"
,"2007","1,299","28783","45.13"
,"2008","1,201","28719","41.82"
,"2009","1,642","28517","57.58"
,"2010","1,818","28522","63.74"
"Chester","2001","433","15845","27.33"
,"2002","617","15857","38.91"
,"2003","659","15549","42.38"
,"2004","685","15793","43.37"
,"2005","542","15879","34.13"
,"2006","509","15978","31.86"
,"2007","515","16078","32.03"
,"2008","539","16309","33.05"
,"2009","333","16312","20.41"
,"2010","550","17131","32.11"
"Crockett","2001","658","14536","45.27"
,"2002","779","14462","53.87"
,"2003","814","14318","56.85"
,"2004","675","14372","46.97"
,"2005","720","14354","50.16"
,"2006","713","14333","49.75"
,"2007","646","14403","44.85"
,"2008","618","14186","43.56"
,"2009","543","14492","37.47"
,"2010","661","14586","45.32"
"Decatur","2001","361","11671","30.93"
,"2002","421","11604","36.28"
,"2003","389","11503","33.82"
,"2004","347","11523","30.11"
,"2005","297","11428","25.99"
,"2006","290","11364","25.52"
,"2007","319","11505","27.73"
,"2008","447","11288","39.60"
,"2009","402","11525","34.88"
,"2010","386","11757","32.83"
"Dickson","2001","2,591","43866","59.07"
,"2002","2,927","44344","66.01"
,"2003","2,745","44849","61.21"
,"2004","3,235","45211","71.55"
,"2005","3,474","45705","76.01"
,"2006","3,721","46439","80.13"
,"2007","3,969","47411","83.71"
,"2008","4,047","47884","84.52"
,"2009","3,433","48230","71.18"
,"2010","3,780","49666","76.11"
"Dyer","2001","1,736","37108","46.78"
,"2002","2,424","37068","65.39"
,"2003","2,675","37161","71.98"
,"2004","2,984","37291","80.02"
,"2005","3,153","37586","83.89"
,"2006","2,708","37689","71.85"
,"2007","4,294","37680","113.96"
,"2008","4,043","37600","107.53"
,"2009","4,476","37811","118.38"
,"2010","4,019","38335","104.84"
"Fayette","2001","958","30191","31.73"
,"2002","1,053","31016","33.95"
,"2003","1,013","32023","31.63"
,"2004","1,032","33137","31.14"
,"2005","1,255","33993","36.92"
,"2006","1,047","35877","29.18"
,"2007","1,507","37218","40.49"
,"2008","1,344","38173","35.21"
,"2009","1,190","38785","30.68"
,"2010","1,384","38413","36.03"
"Gibson","2001","2,095","47999","43.65"
,"2002","2,350","47908","49.05"
,"2003","2,387","47690","50.05"
,"2004","2,576","47792","53.90"
,"2005","2,536","47856","52.99"
,"2006","3,032","48022","63.14"
,"2007","2,564","48435","52.94"
,"2008","2,517","49257","51.10"
,"2009","2,397","49468","48.46"
,"2010","2,518","49683","50.68"
"Hardeman","2001","1,423","28127","50.59"
,"2002","1,686","28071","60.06"
,"2003","1,692","27887","60.67"
,"2004","1,724","27803","62.01"
,"2005","1,496","27795","53.82"
,"2006","1,585","27779","57.06"
,"2007","1,460","27805","52.51"
,"2008","1,465","27848","52.61"
,"2009","1,348","27613","48.82"
,"2010","1,261","27253","46.27"
"Hardin","2001","1,459","25766","56.63"
,"2002","1,673","25811","64.82"
,"2003","1,844","25718","71.70"
,"2004","2,047","25598","79.97"
,"2005","1,999","25811","77.45"
,"2006","1,864","25990","71.72"
,"2007","2,138","26149","81.76"
,"2008","2,062","26227","78.62"
,"2009","2,245","26258","85.50"
,"2010","2,010","26026","77.23"
"Haywood","2001","1,567","19844","78.97"
,"2002","1,729","19547","88.45"
,"2003","1,760","19472","90.39"
,"2004","1,672","19590","85.35"
,"2005","1,715","19402","88.39"
,"2006","1,369","19299","70.94"
,"2007","1,190","19165","62.09"
,"2008","1,031","19024","54.19"
,"2009","1,064","18881","56.35"
,"2010","954","18787","50.78"
"Henderson","2001","1,135","25661","44.23"
,"2002","1,292","25767","50.14"
,"2003","1,405","25832","54.39"
,"2004","1,229","25892","47.47"
,"2005","1,327","26137","50.77"
,"2006","1,598","26523","60.25"
,"2007","2,035","26759","76.05"
,"2008","1,719","26916","63.87"
,"2009","1,898","27037","70.20"
,"2010","2,035","27769","73.28"
"Henry","2001","2,988","31169","95.86"
,"2002","2,801","31258","89.61"
,"2003","2,651","31052","85.37"
,"2004","2,851","31077","91.74"
